N,assumption,option,experiment,dgp_name,rmse,nmse,mse,variance
6400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.004901986687288431,0.0001193977739892979,2.4029473482353002e-05,0.20125562378161974
6400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.0038948323316634957,7.54212415873032e-05,1.5169718891771302e-05,0.20113324273787941
6400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.008194774604571348,0.00033336525607107474,6.71543308197275e-05,0.20144370055591498
6400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.004774718357682392,0.00011306455847350155,2.2797935395189242e-05,0.20163644295778413
6400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.004577522946287655,0.00010410448894222616,2.0953716323790012e-05,0.20127581948381196
6400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.0071511356435951965,0.00025425188476568925,5.113874099309769e-05,0.20113416677412474
6400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.008247751976814809,0.0003373683276309931,6.802541267105258e-05,0.20163544440798087
6400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.004060205433305431,8.193996143256102e-05,1.6485268160642945e-05,0.20118716036022058
6400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.0044813659860062065,9.97516231607142e-05,2.0082641100533377e-05,0.2013264593015931
6400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.0063348497944338954,0.0001996099402163087,4.013032191803917e-05,0.20104370491044518
6400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.003793208631962782,7.160365584335849e-05,1.4388431725596962e-05,0.20094549022850686
6400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.008399398179283715,0.00035046930400127934,7.05498897741546e-05,0.2013011951936797
6400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.00384742245985945,7.358864396989258e-05,1.480265958463094e-05,0.20115412903500673
6400,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.007418752025039974,0.00027390843453666317,5.503788160903472e-05,0.20093532972847464
12800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.0032243805553527644,5.163501959723894e-05,1.0396629965737e-05,0.20134842683961982
12800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.0079826459011367,0.000315990780235296,6.372263558293456e-05,0.20165979379361898
12800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.0037082250848170187,6.8471949462615e-05,1.3750933279666186e-05,0.20082578906525886
12800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.0022228652037455665,2.451780506434669e-05,4.941129714022818e-06,0.20153230279198656
12800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.005493531479626978,0.00015019913112574625,3.017888811765258e-05,0.20092585017943218
12800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.0037191676373182435,6.872841165778228e-05,1.3832207914475366e-05,0.20125894925885593
12800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.004111554912508397,8.394177548270229e-05,1.6904883798571934e-05,0.20138820868824114
12800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.006213391901631059,0.00019192897510414132,3.860623892325443e-05,0.20114857020575735
12800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.005420798230553118,0.00014605691280722042,2.9385053456367815e-05,0.20118906316439097
12800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.006037331411708557,0.00018103426514478132,3.644937057480284e-05,0.20133962233974118
12800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.002786180696659309,3.8519005064967104e-05,7.762802874436952e-06,0.20153175974675402
12800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.004925925820927733,0.00012035308663553264,2.4264745193282566e-05,0.20161298618592075
12800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.004870925030293146,0.00011792778123140397,2.372591065073629e-05,0.20119017251906135
12800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.0027832424334424937,3.8526759414836554e-05,7.746438443314895e-06,0.201066442155313
12800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.005019900886086027,0.0001250206573479888,2.519940490612728e-05,0.20156192936968795
12800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.003400276315481267,5.7458318436603954e-05,1.156187902162286e-05,0.20122202208857784
