rep,setting,assumption,method,lag,source_t,tau_rmse,tau_bias,mean_tau_hat,mean_tau_true,mean_abs_tau_hat,mean_abs_tau_true,tau_hat_sd,tau_true_sd,sign_alignment,cosine_alignment
91,power,static,RV,,1,0.5376648237434276,0.40003485901688984,3.48590168898637e-05,-0.4,0.3439830390675629,0.4,0.35895305770246816,0.023093963471002548,0.504,0.0010331199896057208
91,power,static,RV,,2,0.5111623509394978,0.38541104254497827,-0.014588957455021796,-0.4,0.2974122362703283,0.4,0.335440391349877,0.023093963471002548,0.434,0.04452454631603415
91,power,static,RV,,3,0.499124112873707,0.3846685246653432,-0.015331475334656848,-0.4,0.2902638668470836,0.4,0.318930400244305,0.023093963471002548,0.512,0.0522155843137305
91,power,static,RV,,4,0.5056083251664907,0.3875518376071059,-0.012448162392894105,-0.4,0.2749679701436279,0.4,0.32516486658054733,0.023093963471002548,0.418,0.04134402242487552
91,power,static,RV,,5,0.4688739653193706,0.38344561628482315,-0.016554383715176854,-0.4,0.1709192229787448,0.4,0.2699615876107826,0.023093963471002548,0.382,0.06387443265912446
92,power,static,RV,,1,0.5316001391226989,0.3717018250177102,-0.028298174982289724,-0.4,0.37341688482727503,0.4,0.37860923648409905,0.023093963471002548,0.542,0.07257594759655522
92,power,static,RV,,2,0.4811057200143639,0.38152480018223844,-0.018475199817761648,-0.4,0.2280604175517881,0.4,0.2920649124337333,0.023093963471002548,0.35,0.06274332871390442
92,power,static,RV,,3,0.5951175287179804,0.39998094883785407,-1.9051162145928836e-05,-0.4,0.43193988725052485,0.4,0.43931362152333964,0.023093963471002548,0.508,-0.0018040289409368693
92,power,static,RV,,4,0.5255259818054003,0.3750055420942318,-0.024994457905768222,-0.4,0.33813799851998466,0.4,0.3664627207332195,0.023093963471002548,0.47,0.06548678872180946
92,power,static,RV,,5,0.5297720870558991,0.3744463764138868,-0.025553623586113176,-0.4,0.3631039681251457,0.4,0.37416656065548537,0.023093963471002548,0.532,0.0683075236858159
93,power,static,RV,,1,0.5373061482363961,0.3997518185956574,-0.00024818140434267733,-0.4,0.34368317133274945,0.4,0.35644364370877296,0.023093963471002548,0.508,-0.0038946667117286554
93,power,static,RV,,2,0.5115621311028165,0.4091078605346285,0.009107860534628465,-0.4,0.25268149821706753,0.4,0.3037131956277679,0.023093963471002548,0.392,-0.036297266033602935
93,power,static,RV,,3,0.5607649118343838,0.3944659239025347,-0.005534076097465296,-0.4,0.3853938939167691,0.4,0.3960859987995124,0.023093963471002548,0.516,0.009421961584637475
93,power,static,RV,,4,0.4867422829861318,0.38793674509139364,-0.012063254908606378,-0.4,0.24852316366796315,0.4,0.2924482074899247,0.023093963471002548,0.408,0.039594363477218106
93,power,static,RV,,5,0.5217191842326444,0.3999594049174767,-4.0595082523335435e-05,-0.4,0.32283191619669954,0.4,0.33224663729248444,0.023093963471002548,0.508,-0.004769180844419958
94,power,static,RV,,1,0.4759772305495134,0.36649409932827565,-0.03350590067172434,-0.4,0.2972006778218646,0.4,0.3027994874185196,0.023093963471002548,0.548,0.10973598198663799
94,power,static,RV,,2,0.5285357231492551,0.37929795015927176,-0.0207020498407283,-0.4,0.2803406765537674,0.4,0.3666216741862641,0.023093963471002548,0.408,0.054454180653370245
94,power,static,RV,,3,0.5374757489806272,0.3570257534159679,-0.04297424658403213,-0.4,0.3976006763802668,0.4,0.4009854506915603,0.023093963471002548,0.556,0.10610530782966326
94,power,static,RV,,4,0.4614625068377114,0.3606020651057312,-0.039397934894268856,-0.4,0.2225730243068861,0.4,0.28656692133691386,0.023093963471002548,0.372,0.13485378993759128
94,power,static,RV,,5,0.5336924995933456,0.3599789979066527,-0.04002100209334735,-0.4,0.3480213503816179,0.4,0.3935465992104884,0.023093963471002548,0.454,0.10153775602179584
95,power,static,RV,,1,0.5473234470995346,0.37752484284215415,-0.02247515715784585,-0.4,0.39137063323908666,0.4,0.3959888418211217,0.023093963471002548,0.528,0.05752355315531109
95,power,static,RV,,2,0.482642165229941,0.37895874692588527,-0.021041253074114735,-0.4,0.20179090753256673,0.4,0.29937500974282677,0.023093963471002548,0.318,0.07342490430839038
95,power,static,RV,,3,0.5727474490685076,0.3767590567750648,-0.02324094322493517,-0.4,0.42147434546624035,0.4,0.431195290879787,0.023093963471002548,0.526,0.05480186611103932
95,power,static,RV,,4,0.5299169810081744,0.3702187273266507,-0.02978127267334939,-0.4,0.35085677910196184,0.4,0.3779012225718811,0.023093963471002548,0.522,0.0770915409657674
95,power,static,RV,,5,0.4998725244750408,0.37720188939603133,-0.0227981106039687,-0.4,0.27950652448524166,0.4,0.3287653074456639,0.023093963471002548,0.414,0.07295880137356679
96,power,static,RV,,1,0.5977721948378137,0.3913128674470336,-0.008687132552966407,-0.4,0.44943431169436615,0.4,0.45250140060761485,0.023093963471002548,0.51,0.02215430300182266
96,power,static,RV,,2,0.6528329125102076,0.3925664614898131,-0.007433538510186888,-0.4,0.4562079667791598,0.4,0.5217852018783388,0.023093963471002548,0.39,0.015920898182092993
96,power,static,RV,,3,0.5683186223110072,0.38245282493057425,-0.01754717506942578,-0.4,0.41295682211591167,0.4,0.4209584643514832,0.023093963471002548,0.516,0.0446098685611873
96,power,static,RV,,4,0.5275292681016512,0.3768994391178278,-0.023100560882172168,-0.4,0.31541806446122533,0.4,0.3707045563222588,0.023093963471002548,0.484,0.06787438933297094
96,power,static,RV,,5,0.5504072019422666,0.38916269137181975,-0.010837308628180255,-0.4,0.382661664414892,0.4,0.3883818617193511,0.023093963471002548,0.51,0.027439616450225048
97,power,static,RV,,1,0.5410537150451424,0.38151113289844213,-0.018488867101557827,-0.4,0.37838663596575794,0.4,0.38282274273360545,0.023093963471002548,0.524,0.04782828738714948
97,power,static,RV,,2,0.5341678183540748,0.3720795673557548,-0.027920432644245187,-0.4,0.33399838118893926,0.4,0.3829337785648802,0.023093963471002548,0.508,0.07350659556452727
97,power,static,RV,,3,0.6217736963604706,0.3773986198324533,-0.022601380167546693,-0.4,0.48788231138036076,0.4,0.4934348726302534,0.023093963471002548,0.524,0.04527210686034695
97,power,static,RV,,4,0.4676594287208752,0.3840523773361274,-0.015947622663872625,-0.4,0.20775857368945827,0.4,0.26508470938804457,0.023093963471002548,0.428,0.05804478768257569
97,power,static,RV,,5,0.5842655731777192,0.3755737867713528,-0.024426213228647256,-0.4,0.43863242140211034,0.4,0.44677767053512324,0.023093963471002548,0.528,0.054033997073856394
98,power,static,RV,,1,0.5411038849002404,0.39483268744059924,-0.005167312559400774,-0.4,0.3641753001410603,0.4,0.36849871984961174,0.023093963471002548,0.512,0.012047736248018932
98,power,static,RV,,2,0.5394198121144642,0.3786451094952371,-0.021354890504762886,-0.4,0.31778582991378734,0.4,0.3825374756032183,0.023093963471002548,0.378,0.053256189962257
98,power,static,RV,,3,0.5986500456333856,0.3905802857154388,-0.009419714284561226,-0.4,0.4361274056121191,0.4,0.4527251315398924,0.023093963471002548,0.52,0.019842900745785666
98,power,static,RV,,4,0.5109259113415555,0.41269850816740156,0.012698508167401541,-0.4,0.1935857795600472,0.4,0.2984592352901607,0.023093963471002548,0.342,-0.047091334686268936
98,power,static,RV,,5,0.5585160592035204,0.3829362718802817,-0.017063728119718378,-0.4,0.3979792166662489,0.4,0.4056229457853006,0.023093963471002548,0.522,0.0412333432657801
99,power,static,RV,,1,0.5073570530880128,0.358637040781536,-0.04136295921846399,-0.4,0.34877915602802045,0.4,0.3585948327515965,0.023093963471002548,0.556,0.11554804576181985
99,power,static,RV,,2,0.4852530763139379,0.36723667750831285,-0.03276332249168722,-0.4,0.2630675037193745,0.4,0.31749393091426853,0.023093963471002548,0.434,0.10532393309771276
99,power,static,RV,,3,0.5165696868224006,0.36131249618154865,-0.03868750381845143,-0.4,0.3565520438524287,0.4,0.36866053362997875,0.023093963471002548,0.558,0.10468696589074136
99,power,static,RV,,4,0.45231143192705825,0.372267071062138,-0.027732928937861952,-0.4,0.1528295202943534,0.4,0.25873637281217793,0.023093963471002548,0.216,0.11347192782897031
99,power,static,RV,,5,0.44743212712108976,0.3872323962853135,-0.012767603714686498,-0.4,0.14448971790493154,0.4,0.22443574084093418,0.023093963471002548,0.336,0.060354917597930144
