rep,setting,assumption,hypothesis,method,lag,source_t,pvalue,reject,stat,statistic
20,power,static,H0,TWFE,,4,0.2062218707953696,0,-0.306004927238573,likelihood
20,power,static,H0,RV,,5,0.013289036544850499,1,1.3826701334086444,likelihood
20,power,static,H0,TWFE,,5,0.2062218707953696,0,-0.306004927238573,likelihood
21,power,static,H0,RV,,1,0.03322259136212625,1,0.31532259226616455,likelihood
21,power,static,H0,TWFE,,1,0.9705682314544251,0,-0.010094839377282453,likelihood
21,power,static,H0,RV,,2,0.0033222591362126247,1,5.01003399447584,likelihood
21,power,static,H0,TWFE,,2,0.9705682314544251,0,-0.010094839377282453,likelihood
21,power,static,H0,RV,,3,0.2026578073089701,0,-0.9644901848055843,likelihood
21,power,static,H0,TWFE,,3,0.9705682314544251,0,-0.010094839377282453,likelihood
21,power,static,H0,RV,,4,0.18272425249169436,0,2.0300430687309268,likelihood
21,power,static,H0,TWFE,,4,0.9705682314544251,0,-0.010094839377282453,likelihood
21,power,static,H0,RV,,5,0.06312292358803986,1,1.242533891425419,likelihood
21,power,static,H0,TWFE,,5,0.9705682314544251,0,-0.010094839377282453,likelihood
22,power,static,H0,RV,,1,0.0033222591362126247,1,2.539523037671619,likelihood
22,power,static,H0,TWFE,,1,0.5899979097907004,0,-0.1472295977960364,likelihood
22,power,static,H0,RV,,2,0.0033222591362126247,1,4.60616879059061,likelihood
22,power,static,H0,TWFE,,2,0.5899979097907004,0,-0.1472295977960364,likelihood
22,power,static,H0,RV,,3,0.006644518272425249,1,1.6158876948090939,likelihood
22,power,static,H0,TWFE,,3,0.5899979097907004,0,-0.1472295977960364,likelihood
22,power,static,H0,RV,,4,0.0033222591362126247,1,1.9763760230985128,likelihood
22,power,static,H0,TWFE,,4,0.5899979097907004,0,-0.1472295977960364,likelihood
22,power,static,H0,RV,,5,0.009966777408637873,1,2.008521627349181,likelihood
22,power,static,H0,TWFE,,5,0.5899979097907004,0,-0.1472295977960364,likelihood
23,power,static,H0,RV,,1,0.33554817275747506,0,-1.1211167289823016,likelihood
