rep,N,assumption,option,experiment,dgp_name,mu_rmse,mu_nmse,mu_mse,mu_variance,moment_rmse,moment_nmse,moment_mse,moment_variance,tau_rmse,tau_nmse,tau_mse,tau_variance,mu_config,moment_config
16,3200,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.032331858397918814,0.005198711521173036,0.0010453490674630734,0.20107849093099922,0.00998909242200388,0.017068590761113396,9.978196741533533e-05,0.005845940582433091,0.17387602618719056,0.005742130875787476,0.030232872482648575,5.265096379138596,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
17,3200,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.03056268602462527,0.004622424882113216,0.0009340777770398248,0.20207527452837615,0.008639061294806235,0.01273466101422387,7.463338005541917e-05,0.005860649134834296,0.28438097635889426,0.015367100800714888,0.08087253971483797,5.262706398794217,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
18,3200,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.027538275589133392,0.003781999024976207,0.0007583566224230601,0.2005174029434952,0.008014338282183264,0.011012784921966123,6.422961810126818e-05,0.005832277535281349,0.09089869089247715,0.001568236506952236,0.008262572005966109,5.2687027558259505,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
19,3200,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.029814236947270707,0.0044175089301426,0.0008888887247480017,0.20121945168751654,0.008673653779349698,0.012879880734341124,7.52322698840273e-05,0.0058410688294215675,0.11169343136342526,0.002368308239719658,0.012475422609736189,5.267651566847114,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
0,6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.022734755850742014,0.0025641489108372754,0.0005168691235928482,0.20157531468173356,0.006683927034398461,0.007633884048601382,4.467488060116261e-05,0.005852182233413353,0.0958821659052634,0.00174634718105653,0.009193389738684455,5.2643539832225725,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
1,6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.023418344478922007,0.002725200524889742,0.0005484188581334568,0.20123981818022185,0.00690064955386774,0.008139108301342736,4.7618964265295036e-05,0.0058506365196589385,0.09013890260061261,0.0015435815644381683,0.008125021762042727,5.26374630873495,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
2,6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.02647150002248959,0.003469082117474354,0.0007007403134406663,0.20199588528357937,0.006845077755407833,0.007996375561707555,4.6855089477579146e-05,0.005859540877739071,0.1418262469559163,0.003821999322119117,0.02011468432560056,5.262869673783177,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
3,6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.020093047968989433,0.002005165937597154,0.0004037305766841104,0.20134521992125595,0.006213720466623414,0.006601552702994723,3.86103220373347e-05,0.005848672846286532,0.07524938728928625,0.0010755022505130626,0.0056624702874129955,5.2649543826726015,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
4,6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.02808133665798487,0.003911254303183606,0.0007885614684990849,0.20161344862113084,0.006589316251103549,0.007417418281904988,4.3419088657057335e-05,0.005853665926186135,0.07236102469202528,0.0009947258387349696,0.005236117894479892,5.263880448846951,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
5,6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.021121610291546303,0.0022091263505657505,0.0004461224213079547,0.20194518126756492,0.006753768197217844,0.0077923229672092415,4.561338486175117e-05,0.005853631202620346,0.10280353003548291,0.002007275458714956,0.010568565787756437,5.265129776718518,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
6,6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.024276170830628552,0.002928278271802922,0.0005893324701978605,0.20125562378161974,0.007158087399208335,0.008754713704143753,5.123821521470515e-05,0.005852643152734194,0.09519603457085239,0.0017218947053009265,0.009062284998014923,5.262972799739898,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
7,6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.023719893019079952,0.0027973164315251062,0.0005626333248365978,0.20113324273787941,0.006186471722707203,0.006548903931566244,3.827243237585583e-05,0.005844097390309793,0.09942803633633987,0.0018772896881933431,0.00988593440970052,5.266067603670959,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
8,6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.02632612747533755,0.0034404897543834968,0.0006930649878477226,0.20144370055591498,0.007969270196670366,0.010849448118536052,6.350926746753855e-05,0.005853686452404368,0.12272789277650793,0.0028617610213349633,0.015062135665362028,5.26324020526906,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
9,6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.02492233501304531,0.003080409341641215,0.0006211227825024642,0.20163644295778413,0.007446126078108894,0.009482117425657468,5.544479357109334e-05,0.005847300880398971,0.0988889160176575,0.0018567953818754224,0.009779017711147316,5.26661031506347,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
10,6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.026444686528838187,0.003474443415021149,0.0006993214456085159,0.20127581948381196,0.0070752876681583745,0.008559424759232602,5.0059695587193974e-05,0.005848488303281971,0.07769009689602355,0.0011464410178792473,0.006035751155713528,5.264772510389421,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
11,6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.024984776229556034,0.003103595243179214,0.0006242390432409882,0.20113416677412474,0.006917284025920019,0.008174209447933895,4.7848818295248266e-05,0.005853632525570101,0.20745339836813528,0.008178640358522464,0.04303691249448823,5.262110889818266,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
12,6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.02731268517565219,0.00369966090879786,0.0007459827715042909,0.20163544440798087,0.006322170078054887,0.00683398284484973,3.9969834495852536e-05,0.0058486881520305335,0.12113930987616046,0.0027866787423655648,0.01467473239727243,5.266029475939984,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
13,6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.02692403601170638,0.003603131103703338,0.000724903715159662,0.20118716036022058,0.0055914584843303255,0.005350882837990972,3.126440798198958e-05,0.005842850409658386,0.07456840683691167,0.001055756771982896,0.005560447298195174,5.266788190002969,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
14,6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.02516192779499011,0.0031447560969214638,0.0006331226103602958,0.2013264593015931,0.006971171738630329,0.008314972052820103,4.85972354094782e-05,0.005844545850637704,0.1091209486426838,0.002260923215206536,0.011907381432679238,5.266601427502037,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
15,6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.027501789495548615,0.0037621094666673753,0.0007563484254574681,0.20104370491044518,0.00727167118349303,0.009079650011768768,5.287720180084293e-05,0.005823704849009059,0.10889081543618041,0.00224812262669607,0.011857209686356307,5.274271761492892,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
16,6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.022460579408638593,0.0025105197772693926,0.0005044776273717599,0.20094549022850686,0.004639002482617223,0.0036856375089366748,2.152034403372876e-05,0.005838974663554878,0.0688747641625732,0.0009005658551016586,0.004743733138450077,5.267502772370367,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
17,6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.025883796664493176,0.003328201450191207,0.000669970929768828,0.2013011951936797,0.006730717328149616,0.007748547217679308,4.5302555751453505e-05,0.005846587041257217,0.0833251056553599,0.001318557679495565,0.00694307323247689,5.265657574519662,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
18,6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.022400253515216077,0.0024944621318642047,0.0005017713575459502,0.20115412903500673,0.007949968292128773,0.010815351120673998,6.320199584585286e-05,0.00584373037367595,0.11284967114081668,0.002418216255693912,0.012735048276590473,5.266298349704925,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
19,6400,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.022392788063517594,0.002495514143457059,0.0005014369572576161,0.20093532972847464,0.005916182383032538,0.005995129887439044,3.500121398930456e-05,0.005838274507219413,0.18871911487343343,0.0067609237384545565,0.03561490431861216,5.267757143309115,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
0,12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.021378539989515798,0.0022699058505551376,0.0004570419720833261,0.20134842683961982,0.00460751277395326,0.003629992850209617,2.1229173962142468e-05,0.005848268808826048,0.1078317549061156,0.0022084313141621363,0.011627687366132587,5.2651342568668715,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
1,12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.01882265458298817,0.0017568813241625768,0.0003542923255504855,0.20165979379361898,0.00481335327954304,0.0039593323986733655,2.3168369793687736e-05,0.005851584929179134,0.05876653950216726,0.0006559469968418333,0.0034535061650597847,5.264916497350043,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
2,12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.021981919240934112,0.0024060892565841265,0.0004832047735149493,0.20082578906525886,0.005608697989050984,0.005392375146137275,3.1457493132384544e-05,0.005833698932263368,0.07759005184373317,0.0011425162902807967,0.006020216145113201,5.269260662912395,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
3,12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.021019595683818535,0.002192320519292805,0.0004418234027112028,0.20153230279198656,0.004423069575362987,0.0033400087357690227,1.956354446850172e-05,0.005857333323410394,0.1020397678147295,0.0019787146681132604,0.010412114215683905,5.262059448728927,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
4,12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.0240465259852041,0.0028778547481108896,0.0005782354119570961,0.20092585017943218,0.004365956670868413,0.0032659008422067618,1.9061577651900396e-05,0.005836545128853493,0.06311819663666533,0.000756182772821074,0.003983906746664751,5.268444204040882,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
5,12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.0225247004955529,0.0025209419719358674,0.000507362132414361,0.20125894925885593,0.005128363275258764,0.004490759798981789,2.63001098830228e-05,0.0058564944597985285,0.055756099717126646,0.0005908595511478858,0.00310874265566617,5.261390206228697,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
6,12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.021175507636812706,0.0022265559964876683,0.0004484021236767132,0.20138820868824114,0.005510263471777649,0.005194122639058424,3.0363003528407066e-05,0.005845646250260889,0.08126496464039751,0.0012539928069026595,0.006603994478005057,5.266373492457911,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
7,12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.019503020502168383,0.0018909794303728698,0.00038036780870800025,0.20114857020575735,0.004482481094380001,0.0034427232782781336,2.0092636761474136e-05,0.005836262498426362,0.056669746556920315,0.0006094552524109078,0.003211460174825582,5.269394532447719,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
8,12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.024688066832182342,0.003029491933228402,0.0006095006439103019,0.20118906316439097,0.004350635451679803,0.0032350332560415296,1.8928028833413124e-05,0.005850953401503498,0.08797935289554647,0.0014705947715464864,0.007740366535919101,5.263425850330805,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
9,12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.021818614840573958,0.0023644226011213156,0.0004760519535613142,0.20133962233974118,0.005101231998424862,0.004447219451466236,2.6022567901753712e-05,0.0058514242856115735,0.06609742497946708,0.000829985384068091,0.004368869588916279,5.263790992924114,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
10,12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.022648215989763597,0.0025452151470495223,0.0005129416875189835,0.20153175974675402,0.0047233630284990846,0.0038129716490862306,2.2310158298992046e-05,0.005851120950332432,0.06717062914053877,0.0008570196622939452,0.004511893419135797,5.26463232717324,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
11,12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.024331802978821877,0.002936500507235426,0.0005920366362002051,0.20161298618592075,0.005875910270110483,0.005895124265030899,3.4526321502389857e-05,0.005856758899417176,0.09833075379639686,0.0018372937839290433,0.009668937142167615,5.26259721049654,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
12,12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.020572977074982953,0.0021037179919296232,0.0004232473857277742,0.20119017251906135,0.004696340211010348,0.003772851244386281,2.205561137755272e-05,0.0058458735711803675,0.06945851711516933,0.0009162374791892423,0.00482448559983827,5.265540549713539,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
13,12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.023647169813237653,0.00278111371635131,0.0005591886401760982,0.201066442155313,0.004580881468522615,0.0035925234055294913,2.0984475028653912e-05,0.005841151931357027,0.05638817627384573,0.0006036830738505404,0.003179626423490298,5.267045841138671,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
14,12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.02103569960952311,0.002195358317147745,0.00044250065806209074,0.20156192936968795,0.004810701259043329,0.0039543809300122,2.3142846603761074e-05,0.005852457568798177,0.07785718957106202,0.0011515051860299336,0.006061741967904289,5.26418989809631,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
15,12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.02209389018765723,0.0024258775384404865,0.00048813998362425644,0.20122202208857784,0.003981716289592608,0.0027109580013176017,1.585406461080713e-05,0.005848140990418004,0.049949438859454,0.0004738994939380609,0.0024949464423743334,5.264716409890122,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
16,12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.022602539543802584,0.0025396297259230247,0.0005108747938291596,0.20116113330004548,0.006244979461931526,0.006686596498754124,3.899976847994657e-05,0.00583252907323078,0.10774774499488209,0.002202535840825232,0.011609576551482138,5.271004601283734,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
17,12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.02102237303811642,0.002195796311194878,0.0004419401681537242,0.20126646806926976,0.004871933461138925,0.00405916614270485,2.3735735649765102e-05,0.005847441276189954,0.07459366077878873,0.0010567961128983593,0.0055642142283810056,5.265172875324685,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
18,12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.02066982441773718,0.002119987324200236,0.0004272416414600842,0.20153028114036523,0.0053305020650956094,0.004856459959246781,2.841425226598856e-05,0.005850815718533281,0.08402505687315323,0.0013410333649676487,0.007060210182536636,5.264753560182268,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
19,12800,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.022306197039694737,0.0024711748382570584,0.0004975664263736863,0.20134812748604397,0.004833888875686559,0.00399664919464946,2.3366481662486263e-05,0.0058465180516139095,0.06811254555345642,0.0008810180640990697,0.004639318861771676,5.265861224441351,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
0,25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.020768647327098457,0.002143578479233057,0.0004313367117973939,0.20122272917748282,0.004603761855227373,0.003627194159598436,2.1194623219646585e-05,0.005843255774869528,0.054114712662705455,0.0005560167160585275,0.0029284021265671744,5.2667519554554625,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
1,25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.017916996636747704,0.0015957768317932126,0.0003210187684812286,0.20116770846991938,0.0037851588665833167,0.0024523064861277097,1.4327427645274297e-05,0.005842429454198394,0.05081855512018924,0.0004903320593185135,0.002582525544503712,5.26689106988645,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
2,25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.019266853840146928,0.0018436533756003735,0.0003712116568975844,0.20134568775798312,0.003912109795708646,0.002617552870621998,1.5304603053679545e-05,0.005846912673837521,0.0845963410717934,0.001359089444538507,0.007156540922735198,5.265687958576763,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
3,25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.019535483593345313,0.001892136719575743,0.00038163511922586384,0.20169531898912385,0.003784006213226636,0.002447531852695054,1.4318703021737785e-05,0.0058502621757388,0.11874156620920934,0.0026776747554593276,0.014099559545816044,5.265598264714345,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
4,25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.021009043983636372,0.002191321806916674,0.0004413799291063677,0.201421775529819,0.0036448443045310436,0.0022711237200470085,1.3284890004272387e-05,0.00584947877872431,0.05334134095775479,0.000540427379432296,0.0028452986551714492,5.2649047096029005,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
5,25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.01817412710072241,0.0016402835234780356,0.0003302988958732128,0.2013669534233029,0.00402782498446332,0.0027763069570397873,1.6223374105466942e-05,0.005843508789375715,0.04991999038368872,0.00047311906607058876,0.0024920054399075737,5.267184560124596,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
6,25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.019861731104566512,0.001958683787056203,0.00039448836247010495,0.20140482352335182,0.0034261091546344555,0.002007252028290764,1.1738223939470022e-05,0.005847907374872839,0.05114414440999085,0.0004967669078870113,0.0026157235074299985,5.265494673459489,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
