rep,setting,assumption,method,stage,target,time,time_s,time_t,rmse,relative_rmse,bias,mae,corr,mean_est,mean_true,sd_est,sd_true
83,power,lagged,RC,mu,period_4,4.0,,,0.6103396206581578,0.10242985726464346,-0.00010791313503694156,0.27947619895999753,0.9799973398375464,5.125584145417749,5.125692058552786,3.0605597114651726,3.0384732577238793
83,power,lagged,RC,mu,period_5,5.0,,,1.082898505617961,0.14147629011843946,0.01200981592667488,0.3053548535625646,0.9829414040701094,4.924090342398966,4.912080526472289,5.853108704892873,5.870212841137995
83,power,lagged,RC,moment,offdiag_all,,,,0.2435782245199965,0.6476448285938804,-0.13340194013514625,0.14085954964216682,0.9197496784316304,0.09406782577845374,0.2274697659136,0.10900138952568113,0.2995122023700268
83,power,lagged,RC,moment,offdiag_t2_s1,,1.0,2.0,0.03812713077390791,0.5314540392381099,-0.028266018295033234,0.03249118199984598,0.888506647778946,0.02826727517056677,0.0565332934656,0.02362397429783381,0.04416764852654527
83,power,lagged,RC,moment,offdiag_t3_s1,,1.0,3.0,0.06070412969640741,0.6711761846798676,-0.04686789362158392,0.04686789362158392,0.9201985388770796,0.022865385098416076,0.06973327871999999,0.021695415187399335,0.05759739552632087
83,power,lagged,RC,moment,offdiag_t3_s2,,2.0,3.0,0.1560536968624003,0.5899560408969984,-0.10470703719182503,0.11025302657128908,0.939568809205042,0.09742611864817496,0.20213315584,0.06042571357611591,0.1706214961545104
83,power,lagged,RC,moment,offdiag_t4_s1,,1.0,4.0,0.07746465374289788,0.7670182074832346,-0.05088114028999581,0.058235298349847774,0.6279116458722406,0.025918795812404187,0.0767999361024,0.012788431323067437,0.06558709962499108
83,power,lagged,RC,moment,offdiag_t4_s2,,2.0,4.0,0.2270883922545435,0.7441923650870178,-0.15280788965075606,0.16190342019486992,0.8580263281288352,0.07655856006444393,0.2293664497152,0.04027206075500961,0.20126099863498476
83,power,lagged,RC,moment,offdiag_t4_s3,,3.0,4.0,0.32523655226279846,0.6167495843079009,-0.21073683107530394,0.22365113010244397,0.9274029052871539,0.181796095388696,0.39253292646399995,0.11677539052955391,0.35214355098631855
83,power,lagged,RC,moment,offdiag_t5_s1,,1.0,5.0,0.0859003892984121,0.8310208998060029,-0.04944533096142409,0.06014655912132565,-0.0989807671503395,0.028287934651375912,0.07773326561280001,0.011618414811725267,0.06813471056435913
83,power,lagged,RC,moment,offdiag_t5_s2,,2.0,5.0,0.2335923274591469,0.7429439681778526,-0.1475671031902178,0.16021091310768695,0.7988957220769841,0.08576599694418223,0.2333331001344,0.03904505332596325,0.21074182735199112
83,power,lagged,RC,moment,offdiag_t5_s3,,3.0,5.0,0.33591983140267956,0.6132315983089417,-0.22856723267682172,0.22858101274928616,0.9019189916035198,0.17329898889117828,0.401866221568,0.1493313800253959,0.3722543546362211
