rep,method,rmse,l,n_terms,pvalue,reject,assumption,setting,n_perms,alpha
12,SS,0.8297350337042525,0,5,0.19604779409005102,0,static,power,500,0.1
12,RV,1.0302616990140296,1,4,0.11667689585320944,0,static,power,500,0.1
12,Oracle,,1,4,0.0002972039185651998,1,static,power,500,0.1
12,DM,,1,4,0.07262906672535091,1,static,power,500,0.1
12,cDM,,1,4,0.42196859120411684,0,static,power,500,0.1
12,SS,0.9542986367646986,1,4,0.15041005121931275,0,static,power,500,0.1
12,RV,0.9784808176430442,2,3,0.22049128651834465,0,static,power,500,0.1
12,Oracle,,2,3,0.0019141149764942327,1,static,power,500,0.1
12,DM,,2,3,0.08933574424539444,1,static,power,500,0.1
12,cDM,,2,3,0.1790675834936964,0,static,power,500,0.1
12,SS,0.9507889187333047,2,3,0.03889685083429295,1,static,power,500,0.1
12,RV,0.83297404863868,3,2,0.45706033205971497,0,static,power,500,0.1
12,Oracle,,3,2,0.006425070593153366,1,static,power,500,0.1
12,DM,,3,2,0.5241512200806298,0,static,power,500,0.1
12,cDM,,3,2,0.7456818805690493,0,static,power,500,0.1
12,SS,1.0371708994659457,3,2,0.25305476785132464,0,static,power,500,0.1
12,RV,0.7536727399388037,4,1,0.46307385229540954,0,static,power,500,0.1
12,Oracle,,4,1,0.03792415169660676,1,static,power,500,0.1
12,DM,,4,1,0.7025948103792414,0,static,power,500,0.1
12,cDM,,4,1,0.5768463073852297,0,static,power,500,0.1
12,SS,1.9920971483552252,4,1,0.08782435129740519,1,static,power,500,0.1
13,RV,1.0027957269364527,0,5,0.005156791587505012,1,static,power,500,0.1
13,Oracle,,0,5,9.456508816847924e-07,1,static,power,500,0.1
13,DM,,0,5,0.30011484404599403,0,static,power,500,0.1
13,cDM,,0,5,0.08650960029683062,1,static,power,500,0.1
13,SS,0.8599762641799286,0,5,0.28287139873511463,0,static,power,500,0.1
13,RV,1.0227013527830346,1,4,0.028173597483310067,1,static,power,500,0.1
13,Oracle,,1,4,3.7080143184657825e-06,1,static,power,500,0.1
13,DM,,1,4,0.3696547557753945,0,static,power,500,0.1
13,cDM,,1,4,0.3826843786271411,0,static,power,500,0.1
13,SS,0.8729009502073202,1,4,0.19694305329244652,0,static,power,500,0.1
13,RV,0.9707453686359994,2,3,0.027608650318531668,1,static,power,500,0.1
13,Oracle,,2,3,3.161206980586401e-05,1,static,power,500,0.1
13,DM,,2,3,0.5033518120927665,0,static,power,500,0.1
13,cDM,,2,3,0.9567896623909806,0,static,power,500,0.1
13,SS,0.9209090291154686,2,3,0.146841973948547,0,static,power,500,0.1
13,RV,0.9304575211150465,3,2,0.19871056404739593,0,static,power,500,0.1
13,Oracle,,3,2,0.0016223552436971456,1,static,power,500,0.1
13,DM,,3,2,0.3373471235883991,0,static,power,500,0.1
13,cDM,,3,2,0.7346412258519087,0,static,power,500,0.1
13,SS,1.013709329729702,3,2,0.17725956671398196,0,static,power,500,0.1
13,RV,0.9212056059240702,4,1,0.3273453093812374,0,static,power,500,0.1
13,Oracle,,4,1,0.1317365269461078,0,static,power,500,0.1
13,DM,,4,1,0.7465069860279441,0,static,power,500,0.1
13,cDM,,4,1,0.8143712574850299,0,static,power,500,0.1
13,SS,1.3058512454261884,4,1,0.28542914171656686,0,static,power,500,0.1
14,RV,0.8941274873498761,0,5,0.004410244113714262,1,static,power,500,0.1
14,Oracle,,0,5,6.287295254975735e-07,1,static,power,500,0.1
14,DM,,0,5,0.7054326964936067,0,static,power,500,0.1
14,cDM,,0,5,0.24747697033940336,0,static,power,500,0.1
14,SS,0.8672610181721623,0,5,0.28235279544687614,0,static,power,500,0.1
14,RV,0.9307856763025485,1,4,0.020166108952262875,1,static,power,500,0.1
14,Oracle,,1,4,1.0341983207239906e-05,1,static,power,500,0.1
14,DM,,1,4,0.6520855280107303,0,static,power,500,0.1
14,cDM,,1,4,0.20591846827314106,0,static,power,500,0.1
14,SS,0.8999730501901249,1,4,0.5157114624464952,0,static,power,500,0.1
14,RV,0.9470167498709096,2,3,0.10014015638649597,0,static,power,500,0.1
14,Oracle,,2,3,6.794365890607773e-05,1,static,power,500,0.1
14,DM,,2,3,0.8008360538386257,0,static,power,500,0.1
14,cDM,,2,3,0.07458218661118929,1,static,power,500,0.1
14,SS,1.0509629860396192,2,3,0.16835226741913778,0,static,power,500,0.1
14,RV,0.904990558219344,3,2,0.44711753743665006,0,static,power,500,0.1
14,Oracle,,3,2,0.014922786318213322,1,static,power,500,0.1
14,DM,,3,2,0.7304940647086624,0,static,power,500,0.1
14,cDM,,3,2,0.10548038607610005,0,static,power,500,0.1
14,SS,1.2707285851955494,3,2,0.6014080494896286,0,static,power,500,0.1
14,RV,1.0508961102028394,4,1,0.7065868263473054,0,static,power,500,0.1
14,Oracle,,4,1,0.06786427145708583,1,static,power,500,0.1
14,DM,,4,1,0.8183632734530939,0,static,power,500,0.1
14,cDM,,4,1,0.3812375249501,0,static,power,500,0.1
14,SS,1.9319513240417394,4,1,0.8662674650698603,0,static,power,500,0.1
15,RV,1.0087566014134777,0,5,0.08277097312718654,1,static,power,500,0.1
15,Oracle,,0,5,4.624051398272429e-07,1,static,power,500,0.1
15,DM,,0,5,0.3701228548529997,0,static,power,500,0.1
15,cDM,,0,5,0.7395570980648796,0,static,power,500,0.1
15,SS,0.9505460186387925,0,5,0.7853753673631341,0,static,power,500,0.1
15,RV,0.902718654426895,1,4,0.30825456616037356,0,static,power,500,0.1
15,Oracle,,1,4,0.00022133634708810593,1,static,power,500,0.1
15,DM,,1,4,0.5384838336119862,0,static,power,500,0.1
15,cDM,,1,4,0.5860151031966064,0,static,power,500,0.1
15,SS,0.9224056925879188,1,4,0.9818873950500525,0,static,power,500,0.1
15,RV,0.9495581731258097,2,3,0.36792092882656885,0,static,power,500,0.1
15,Oracle,,2,3,0.003809157452130531,1,static,power,500,0.1
15,DM,,2,3,0.330506620721674,0,static,power,500,0.1
15,cDM,,2,3,0.8025371043529833,0,static,power,500,0.1
15,SS,1.0113461050243475,2,3,0.9676504890330793,0,static,power,500,0.1
15,RV,0.950795406027903,3,2,0.4316794709732644,0,static,power,500,0.1
15,Oracle,,3,2,0.029299958485316007,1,static,power,500,0.1
15,DM,,3,2,0.5552557435464877,0,static,power,500,0.1
15,cDM,,3,2,0.9682949752077551,0,static,power,500,0.1
